title,score,director,genre
the babysitter,3.4814814814814814,mcg,"comedies, horror movies"
the babysitter: killer queen,3.540084388185654,mcg,"comedies, horror movies"
the babysitters,3.543524416135881,david ross,"comedy, drama"
the bachelors,3.5166666666666666,kurt voelker,"comedy, drama"
the bad batch,3.5762004175365343,ana lily amirpour,"dramas, independent movies, thrillers"
the bad education movie,3.4885654885654884,elliot hegarty,comedies
the bad kids,3.493827160493827,"keith fulton, louis pepe",documentaries
the bad mother's handbook,3.5970772442588728,robin sheppard,"comedy, drama"
the bad news bears (1976),3.6232323232323234,michael ritchie,comedy
the bag girls,3.6141078838174274,wil lewis iii,"action, drama, suspense"
the ballad of billy mccrae,3.523354564755839,chris crow,"action, drama, suspense"
the ballad of buster scruggs,3.4948453608247423,"joel coen, ethan coen","comedies, dramas"
the ballad of lefty brown,3.587912087912088,jared moshé,dramas
the ballad of nessie,3.5762376237623763,"stevie wermers-skelton, kevin deters","animation, family, fantasy"
the band concert,3.5142231947483586,"wilfred jackson, walt disney","animation, family, kids"
the band's visit,3.49685534591195,eran kolirin,"arts, entertainment, and culture, comedy"
the bang bang club,3.5409663865546217,steven silver,drama
the bank job,3.4631474103585655,roger donaldson,"dramas, international movies, thrillers"
the bar,3.595528455284553,álex de la iglesia,"comedies, horror movies, international movies"
the bare-footed kid,3.4345991561181433,johnnie to,"action & adventure, international movies"
the basement,3.5660569105691056,"brian m. conley, nathan ives","horror movies, thrillers"
the basket,3.5689300411522633,rich cowan,"drama, sports"
the bat,3.5162337662337664,crane wilbur,horror
the bath song & more kids songs - super simple songs,3.551502145922747,super simple songs,"animation, kids"
the battered bastards of baseball,3.494887525562372,"chapman way, maclain way","documentaries, sports movies"
the battle of midway,3.4614624505928853,john ford,"classic movies, documentaries"
the baytown outlaws,3.477467811158798,barry battles,action
the beach boys: an american band,3.5041928721174003,malcolm leo,documentary
the beach is my office,3.4673684210526314,hugo moura,action
the beach loafer,3.5658174097664546,ali ragab,"comedies, international movies"
the bears and i,3.5542797494780793,bernard mceveety,"animals & nature, drama, family"
the beast,3.558315334773218,kevin reynolds,"action, drama"
the beast stalker,3.430379746835443,dante lam,"action & adventure, cult movies, international movies"
the beastmaster,3.572052401746725,don coscarelli,"action, fantasy, science fiction"
the beautician and the beast,3.6141552511415527,ken kwapis,comedy
the beckoning silence,3.4339622641509435,louise osmond,documentary
the bedroom window,3.4612756264236904,curtis hanson,suspense
the beginning of life,3.5904365904365902,estela renner,"documentaries, international movies"
the beginning of life 2: outside,3.584536082474227,renata terra,"documentaries, international movies"
the beginning of life: the series,3.633,estela renner,"docuseries, international tv shows, science & nature tv"
the beguiled,3.623059866962306,sofia coppola,"dramas, independent movies, thrillers"
the believer,3.5335429769392035,shan serafin,"horror, suspense"
the believers,3.651991614255765,john schlesinger,suspense
the benefactor,3.629201680672269,andrew renzi,drama
the best exotic marigold hotel,3.5090909090909093,john madden,"comedy, drama, romance"
the best of enemies,3.5,robin bissell,dramas
the best things in the world,3.4857433808553973,laís bodanzky,"comedy, drama"
the bfg,3.545631067961165,steven spielberg,"children & family movies, dramas"
the bid,3.5446808510638297,"richard harris, maurquis boone",comedy
the big bad wolf,3.4925531914893617,burt gillett,"animation, family, musical"
the big cat,3.549689440993789,phil karlson,"action, drama"
the big chase,3.5731462925851702,arthur hilton,suspense
the big green,3.571138211382114,holly sloan,"comedy, family, sports"
the big rant,3.4910714285714284,shubham sanjay shevade,"comedy, drama"
the big sick,3.510869565217391,michael showalter,"comedy, drama, romance"
the big sombrero,3.5892857142857144,frank mcdonald,western
the big town,3.4850107066381155,ben bolt,"drama, suspense"
the big year,3.4928131416837784,david frankel,"animals & nature, comedy"
the bigamist,3.521359223300971,ida lupino,drama
the bill murray stories: life lessons learned from a mythical man,3.4373757455268388,tommy avallone,documentaries
the binding,3.5158562367864694,domenico de feudis,"horror movies, international movies, thrillers"
the birth of deceit,3.591089108910891,yaw agyapong,suspense
the birth reborn,3.545,eduardo chauvet,"documentaries, international movies"
the birth reborn 3,3.472340425531915,eduardo chauvet,"documentaries, international movies"
the biscuit eater,3.5249003984063747,vincent mceveety,"animals & nature, drama, family"
the bishop's wife,3.587878787878788,henry koster,"comedy, drama"
the bittersweet,3.53525641025641,d ho,"action & adventure, dramas, international movies"
the black candle,3.5866533864541834,roy battersby,drama
the black cauldron,3.538293216630197,"ted berman, richard rich","action-adventure, animation, coming of age"
the black glove,3.5742677824267783,terence fisher,suspense
the black godfather,3.588865096359743,reginald hudlin,"documentaries, music & musicals"
the black hole,3.6357758620689653,gary nelson,"action-adventure, science fiction, thriller"
the black kungfu experience,3.593069306930693,martha burr,documentary
the black list,3.5,patrick a. albright,"comedy, horror, suspense"
the black prince,3.520408163265306,kavi raz,"dramas, international movies"
the black room,3.5578602620087336,rolfe kanefsky,horror movies
the black tulip,3.587,sonia nassery cole,"drama, kids"
the black velvet gown,3.5010845986984815,norman stone,drama
the blackcoat's daughter,3.5195876288659793,osgood perkins,"horror movies, independent movies, thrillers"
the blackout,3.542391304347826,daniela de carlo,"comedy, romance"
the blackout experiment,3.5726315789473686,john david moffat iv,"horror, suspense"
the blazing sun,3.5246913580246915,john english,"special interest, western"
the bleeder,3.440993788819876,philippe falardeau,"dramas, sports movies"
the bleeding edge,3.5437881873727086,kirby dick,documentaries
the blind christ,3.5081967213114753,christopher murray,"dramas, independent movies, international movies"
the bling lagosians,3.478165938864629,bolanle austen-peters,"dramas, international movies"
the bling ring,3.5703781512605044,sofia coppola,"dramas, independent movies"
the block island sound,3.6035940803382664,"kevin mcmanus, matthew mcmanus","horror movies, independent movies"
the blood lands,3.506,simeon halligan,suspense
the blood of heroes,3.5589430894308944,david peoples,"action, adventure"
the bloody vampire,3.443157894736842,miguel morayta,horror
the blue elephant 2,3.5459518599562365,marwan hamed,"horror movies, international movies, thrillers"
the blue gardenia,3.485200845665962,fritz lang,"action, drama, suspense"
the blue lagoon,3.4793926247288502,randal kleiser,"dramas, romantic movies"
the blue planet: a natural history of the oceans,3.5242290748898677,alastair fothergill,"british tv shows, docuseries, international tv shows"
the blue umbrella,3.4686234817813766,saschka unseld,"animation, family, kids"
the boat,3.4776699029126212,winston azzopardi,"horror, suspense"
the body,3.504291845493562,jeethu joseph,"international movies, thrillers"
the body remembers when the world broke open,3.5917225950783,"elle-máijá tailfeathers, kathleen hepburn","dramas, independent movies"
the bomb,3.451403887688985,"kevin ford, smriti keshari, eric schlosser",documentaries
the bone garden,3.511627906976744,mike gutridge,"horror, suspense"
the book of eli,3.544421487603306,"albert hughes, allen hughes","action & adventure, sci-fi & fantasy"
the book of henry,3.6144957983193278,colin trevorrow,dramas
the book of job,3.5533880903490758,andrew oh,"comedy, drama"
the book of life,3.4881656804733727,jorge r. gutiérrez,"action-adventure, animation, comedy"
the book of sun,3.5305429864253393,faris godus,"comedies, independent movies, international movies"
the booksellers,3.5531914893617023,d. w. young,documentary
the boss,3.5722543352601157,joseph novoa,action
the boss and the worker,3.535632183908046,stefano vanzina,comedy
the boss baby: get that baby!,3.4486692015209126,"dan forgione, pete jacobs, matt whitlock","children & family movies, comedies"
the boss's daughter,3.5366666666666666,olivier loustau,"dramas, international movies, romantic movies"
the bounty hunter,3.5305498981670063,andy tennant,"action & adventure, comedies, romantic movies"
the box,3.5584988962472406,chalart sriwanna,suspense
the boy,3.6225806451612903,craig macneill,"drama, horror, suspense"
the boy and the pirates - a family fun fantasy in color!,3.5377733598409544,bert i. gordon,"action, kids, science fiction"
the boy from medellín,3.6053677932405566,matthew heineman,documentary
the boy in the striped pajamas,3.548314606741573,mark herman,"dramas, independent movies, international movies"
the boy who cried werewolf,3.605940594059406,eric bross,"children & family movies, comedies"
the boy who harnessed the wind,3.5545073375262053,chiwetel ejiofor,"children & family movies, dramas, independent movies"
the boy who killed my parents,3.5,mauricio eça,drama
the boy who talked to badgers,3.475929978118162,gary nelson,"action-adventure, animals & nature, drama"
the boyfriend school,3.589641434262948,malcolm mowbray,comedy
the boys in the band,3.57521186440678,joe mantello,"dramas, lgbtq movies"
the boys of st. vincent,3.540084388185654,john n. smith,drama
the boys: the sherman brothers' story,3.5791666666666666,"jeffrey sherman, gregory sherman","biographical, documentary, music"
the brain (1988),3.6174004192872116,ed hunt,horror
the branch,3.44234592445328,mario ribero ferreira,comedy
the brave,3.569937369519833,william kaufman,"action & adventure, independent movies"
the brave little toaster goes to mars,3.517130620985011,robert ramirez,"action-adventure, animation, kids"
the brave one,3.4853801169590644,neil jordan,"dramas, thrillers"
the brawler,3.5099800399201597,ken kushner,"dramas, independent movies, sports movies"
the bray road beast,3.517634854771784,seth breedlove,documentary
the breadwinner,3.516798418972332,nora twomey,"children & family movies, dramas, international movies"
the break,3.549559471365639,michael elkin,suspense
the break-up,3.5245901639344264,peyton reed,"comedies, dramas, romantic movies"
the breaker upperers,3.4978858350951376,"jackie van beek, madeleine sami","comedies, independent movies, international movies"
the breaking point,3.4266528925619837,james hunter,"action, drama, suspense"
the breakup playlist,3.5380434782608696,dan villegas,"dramas, international movies, music & musicals"
the breed,3.495876288659794,michael oblowitz,action
the bridge,3.389795918367347,kunle afolayan,"dramas, international movies, romantic movies"
the bridge curse,3.534934497816594,lester hsi,"horror movies, international movies, thrillers"
the bridges at toko-ri,3.5233265720081137,mark robson,"action, drama"
the bridgewater triangle,3.4548254620123204,"aaron cadieux, manny famolare",special interest
the brightons,3.629032258064516,akin tijani balogun,drama
the bros,3.5817204301075267,you-jeong chang,"comedies, dramas, international movies"
the brotherhood,3.5214285714285714,allan northern,"action, drama, science fiction"
the brothers grimm,3.590062111801242,terry gilliam,"action & adventure, sci-fi & fantasy"
the bucket list,3.5364583333333335,rob reiner,"comedies, dramas"
the buddha,3.506198347107438,david grubin,"documentary, special interest"
the bulbul's nest,3.4617117117117115,husam el-gohari,"comedies, international movies"
the bumble nums - season 4,3.4958847736625516,"brett jubinville, laurel dalgleish","action, animation, kids"
the burial of kojo,3.536290322580645,"sam ""blitz"" bazawule","dramas, independent movies, international movies"
the burning bed,3.584375,robert greenwald,drama
the burrowers,3.559340659340659,j.t. petty,"horror, western"
the busy little engine,3.482105263157895,desmond mullen,"animation, kids"
